,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,carat_category,cut_color_clarity,cut_color_clarity_bins
10106,10106,2.13,Premium,H,SI2,62.3,57.0,17073,8.24,8.16,5.11,4,3,3,"(1.9, 2.4]",10,"(2.999, 10.0]"
10107,10107,1.0,Fair,F,VS2,68.3,58.0,4312,5.98,5.95,4.08,1,5,5,"(0.85, 1.4]",11,"(10.0, 12.0]"
10108,10108,0.35,Ideal,G,VS1,60.6,56.0,706,4.57,4.6,2.78,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
10109,10109,0.75,Very Good,E,SI1,63.1,56.0,2868,5.78,5.7,3.62,3,6,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
10110,10110,0.44,Ideal,D,VVS1,61.0,57.0,2290,4.91,4.93,3.0,5,7,6,"(0.0, 0.85]",18,"(14.0, 20.0]"
10111,10111,2.38,Very Good,J,VS2,62.6,59.0,16126,8.49,8.52,5.32,3,1,5,"(1.9, 2.4]",9,"(2.999, 10.0]"
10112,10112,0.33,Ideal,G,VS1,62.9,57.0,854,4.43,4.38,2.77,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
10113,10113,0.4,Ideal,I,VS1,61.9,55.0,919,4.74,4.77,2.94,5,2,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
10114,10114,2.01,Ideal,I,SI1,62.4,54.0,12617,8.04,7.96,5.0,5,2,2,"(1.9, 2.4]",9,"(2.999, 10.0]"
10115,10115,0.58,Ideal,H,IF,60.2,56.0,2233,5.43,5.46,3.28,5,3,8,"(0.0, 0.85]",16,"(14.0, 20.0]"
10116,10116,0.23,Very Good,E,VVS2,61.4,55.0,458,3.92,3.99,2.43,3,6,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
10117,10117,0.34,Ideal,E,SI1,61.7,56.0,596,4.49,4.52,2.78,5,6,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
10118,10118,1.09,Ideal,G,VS2,61.2,56.0,7357,6.62,6.64,4.06,5,4,5,"(0.85, 1.4]",14,"(12.0, 14.0]"
10119,10119,1.01,Good,D,SI1,63.9,61.0,5055,6.28,6.31,4.02,2,7,2,"(0.85, 1.4]",11,"(10.0, 12.0]"
10120,10120,0.42,Ideal,G,VS1,62.7,54.0,921,4.8,4.83,3.02,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
10121,10121,1.06,Premium,G,SI1,61.5,59.0,5113,6.57,6.53,4.03,4,4,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
10122,10122,0.31,Very Good,G,VS1,62.0,59.0,625,4.28,4.3,2.66,3,4,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
10123,10123,1.31,Very Good,J,SI1,62.3,55.0,5450,6.98,7.02,4.36,3,1,2,"(0.85, 1.4]",6,"(2.999, 10.0]"
10124,10124,0.24,Very Good,F,VVS2,62.2,58.0,552,3.97,4.01,2.48,3,5,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
10125,10125,0.7,Very Good,G,VS1,62.8,57.0,2475,5.63,5.68,3.55,3,4,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
10126,10126,0.57,Premium,E,SI2,61.2,57.0,1414,5.35,5.31,3.26,4,6,3,"(0.0, 0.85]",13,"(12.0, 14.0]"
10127,10127,3.04,Premium,I,SI2,59.3,60.0,18559,9.51,9.46,5.62,4,2,3,"(2.4, 4.5]",9,"(2.999, 10.0]"
10128,10128,0.91,Premium,H,VS2,61.8,60.0,4313,6.18,6.22,3.83,4,3,5,"(0.85, 1.4]",12,"(10.0, 12.0]"
10129,10129,1.11,Premium,E,SI2,61.0,60.0,4177,6.68,6.66,4.07,4,6,3,"(0.85, 1.4]",13,"(12.0, 14.0]"
10130,10130,0.93,Ideal,I,SI1,62.0,57.0,2917,6.22,6.26,3.87,5,2,2,"(0.85, 1.4]",9,"(2.999, 10.0]"
10131,10131,1.25,Ideal,H,SI1,62.2,54.0,7182,6.93,6.88,4.3,5,3,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
10132,10132,2.13,Ideal,H,SI1,62.2,55.0,18275,8.2,8.27,5.12,5,3,2,"(1.9, 2.4]",10,"(2.999, 10.0]"
10133,10133,0.8,Good,F,VS2,60.5,62.3,3283,5.97,6.01,3.62,2,5,5,"(0.0, 0.85]",12,"(10.0, 12.0]"
10134,10134,0.3,Ideal,G,VVS2,60.9,57.0,684,4.32,4.35,2.64,5,4,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
10135,10135,2.05,Premium,E,SI2,59.7,59.0,17237,8.39,8.27,4.97,4,6,3,"(1.9, 2.4]",13,"(12.0, 14.0]"
10136,10136,2.02,Premium,J,SI2,62.1,60.0,11165,7.98,8.09,4.99,4,1,3,"(1.9, 2.4]",8,"(2.999, 10.0]"
10137,10137,0.31,Ideal,D,VS2,62.2,54.0,734,4.31,4.34,2.69,5,7,5,"(0.0, 0.85]",17,"(14.0, 20.0]"
10138,10138,0.32,Ideal,G,VS2,61.8,55.0,720,4.42,4.41,2.73,5,4,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
10139,10139,0.53,Ideal,G,VVS2,61.7,56.0,1948,5.2,5.23,3.22,5,4,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
10140,10140,1.0,Premium,D,VS2,61.2,61.0,6303,6.39,6.35,3.9,4,7,5,"(0.85, 1.4]",16,"(14.0, 20.0]"
10141,10141,0.31,Very Good,E,VVS2,61.1,55.0,766,4.39,4.41,2.69,3,6,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
10142,10142,0.4,Very Good,I,VS1,63.5,55.0,882,4.71,4.67,2.98,3,2,4,"(0.0, 0.85]",9,"(2.999, 10.0]"
10143,10143,0.71,Very Good,F,VVS1,63.3,58.0,3104,5.67,5.64,3.58,3,5,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
10144,10144,0.52,Premium,E,VS2,60.7,58.0,1689,5.17,5.21,3.15,4,6,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
10145,10145,0.71,Ideal,E,VS2,60.3,56.0,3217,5.8,5.84,3.51,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
10146,10146,0.29,Ideal,E,VVS1,62.7,55.0,669,4.2,4.22,2.64,5,6,6,"(0.0, 0.85]",17,"(14.0, 20.0]"
10147,10147,0.82,Very Good,I,SI1,60.5,58.0,2602,6.01,6.08,3.66,3,2,2,"(0.0, 0.85]",7,"(2.999, 10.0]"
10148,10148,0.55,Very Good,G,VVS2,57.1,63.0,1879,5.39,5.47,3.1,3,4,7,"(0.0, 0.85]",14,"(12.0, 14.0]"
10149,10149,0.33,Ideal,G,VVS1,62.2,57.0,868,4.41,4.46,2.76,5,4,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
10150,10150,0.34,Very Good,E,SI1,59.0,60.0,596,4.56,4.62,2.71,3,6,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
10151,10151,0.95,Very Good,G,VS1,59.9,58.0,5572,6.37,6.41,3.83,3,4,4,"(0.85, 1.4]",11,"(10.0, 12.0]"
10152,10152,0.53,Ideal,D,SI2,61.9,55.0,1314,5.19,5.24,3.23,5,7,3,"(0.0, 0.85]",15,"(14.0, 20.0]"
10153,10153,0.41,Premium,G,VS2,61.7,61.0,1061,4.74,4.7,2.91,4,4,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
10154,10154,0.41,Premium,E,VS1,60.7,59.0,964,4.77,4.79,2.9,4,6,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
10155,10155,0.34,Ideal,E,SI1,61.0,57.0,596,4.48,4.51,2.74,5,6,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
10156,10156,0.39,Ideal,G,VVS2,61.9,56.0,902,4.68,4.7,2.9,5,4,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
10157,10157,0.33,Ideal,G,VS1,61.6,57.0,699,4.46,4.49,2.75,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
10158,10158,0.36,Premium,I,VS2,61.6,58.0,648,4.57,4.52,2.8,4,2,5,"(0.0, 0.85]",11,"(10.0, 12.0]"
10159,10159,1.65,Premium,G,I1,62.0,59.0,6912,7.57,7.53,4.68,4,4,1,"(1.4, 1.9]",9,"(2.999, 10.0]"
10160,10160,0.4,Good,I,SI1,63.2,55.0,596,4.68,4.72,2.97,2,2,2,"(0.0, 0.85]",6,"(2.999, 10.0]"
10161,10161,0.5,Ideal,D,VS2,61.8,54.0,1628,5.13,5.16,3.18,5,7,5,"(0.0, 0.85]",17,"(14.0, 20.0]"
10162,10162,1.14,Very Good,E,VS1,63.1,59.0,8315,6.63,6.61,4.18,3,6,4,"(0.85, 1.4]",13,"(12.0, 14.0]"
10163,10163,0.26,Premium,E,VVS1,62.3,60.0,599,4.07,4.09,2.54,4,6,6,"(0.0, 0.85]",16,"(14.0, 20.0]"
10164,10164,0.74,Very Good,E,SI1,59.9,56.0,3497,5.89,5.93,3.54,3,6,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
10165,10165,0.42,Premium,G,VS2,59.5,59.0,847,4.83,4.89,2.89,4,4,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
10166,10166,0.71,Good,E,SI1,63.1,59.0,2420,5.62,5.75,3.59,2,6,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
10167,10167,1.2,Very Good,H,SI1,60.8,58.0,6077,6.8,6.85,4.15,3,3,2,"(0.85, 1.4]",8,"(2.999, 10.0]"
10168,10168,0.25,Very Good,D,VVS2,64.2,55.0,512,3.98,4.0,2.56,3,7,7,"(0.0, 0.85]",17,"(14.0, 20.0]"
10169,10169,1.2,Very Good,G,VS2,63.2,56.0,8491,6.82,6.75,4.29,3,4,5,"(0.85, 1.4]",12,"(10.0, 12.0]"
10170,10170,2.0,Fair,H,VS2,65.2,56.0,12765,7.92,7.87,5.15,1,3,5,"(1.9, 2.4]",9,"(2.999, 10.0]"
10171,10171,2.07,Premium,J,VS2,61.5,59.0,13800,8.2,8.16,5.03,4,1,5,"(1.9, 2.4]",10,"(2.999, 10.0]"
10172,10172,0.36,Ideal,H,VS2,61.0,57.0,587,4.59,4.63,2.81,5,3,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
10173,10173,0.51,Good,E,VS2,61.1,65.0,1424,5.14,5.11,3.13,2,6,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
10174,10174,0.3,Ideal,H,IF,60.8,56.0,789,4.35,4.37,2.65,5,3,8,"(0.0, 0.85]",16,"(14.0, 20.0]"
10175,10175,2.18,Very Good,I,SI2,58.9,60.0,15684,8.51,8.55,5.02,3,2,3,"(1.9, 2.4]",8,"(2.999, 10.0]"
10176,10176,1.15,Premium,G,SI1,62.0,58.0,4776,6.68,6.77,4.17,4,4,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
10177,10177,1.09,Very Good,J,VVS1,63.9,56.0,5588,6.47,6.51,4.15,3,1,6,"(0.85, 1.4]",10,"(2.999, 10.0]"
10178,10178,0.32,Premium,H,VVS2,62.2,58.0,602,4.33,4.38,2.71,4,3,7,"(0.0, 0.85]",14,"(12.0, 14.0]"
10179,10179,1.02,Very Good,G,VVS2,63.1,59.0,7942,6.45,6.38,4.05,3,4,7,"(0.85, 1.4]",14,"(12.0, 14.0]"
10180,10180,0.43,Ideal,G,VS1,61.1,56.0,943,4.86,4.9,2.98,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
10181,10181,0.4,Good,D,SI2,64.0,56.0,775,4.7,4.64,2.99,2,7,3,"(0.0, 0.85]",12,"(10.0, 12.0]"
10182,10182,1.11,Very Good,F,VVS2,60.8,57.0,9792,6.7,6.73,4.08,3,5,7,"(0.85, 1.4]",15,"(14.0, 20.0]"
10183,10183,0.91,Premium,E,SI1,62.5,61.0,4434,6.19,6.1,3.84,4,6,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
10184,10184,0.32,Premium,F,VVS2,62.2,59.0,806,4.41,4.34,2.72,4,5,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
10185,10185,1.2,Very Good,H,SI1,58.9,60.0,6019,6.94,7.02,4.11,3,3,2,"(0.85, 1.4]",8,"(2.999, 10.0]"
10186,10186,1.51,Very Good,E,SI2,61.8,57.0,9731,7.34,7.32,4.53,3,6,3,"(1.4, 1.9]",12,"(10.0, 12.0]"
10187,10187,0.3,Premium,D,SI1,62.4,60.0,709,4.26,4.23,2.65,4,7,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
10188,10188,1.02,Ideal,D,VS1,62.7,55.0,7118,6.49,6.4,4.04,5,7,4,"(0.85, 1.4]",16,"(14.0, 20.0]"
10189,10189,0.4,Ideal,H,SI1,62.6,57.0,855,4.7,4.66,2.93,5,3,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
10190,10190,1.2,Ideal,I,VS2,62.5,56.0,5884,6.66,6.74,4.19,5,2,5,"(0.85, 1.4]",12,"(10.0, 12.0]"
10191,10191,0.7,Very Good,F,SI2,62.9,56.0,2131,5.68,5.71,3.58,3,5,3,"(0.0, 0.85]",11,"(10.0, 12.0]"
10192,10192,0.36,Ideal,D,SI2,62.3,57.0,689,4.57,4.52,2.83,5,7,3,"(0.0, 0.85]",15,"(14.0, 20.0]"
10193,10193,0.73,Ideal,D,VS2,60.7,57.0,4134,5.84,5.88,3.55,5,7,5,"(0.0, 0.85]",17,"(14.0, 20.0]"
10194,10194,1.04,Ideal,E,VVS2,62.9,55.0,10019,6.47,6.51,4.08,5,6,7,"(0.85, 1.4]",18,"(14.0, 20.0]"
10195,10195,0.41,Premium,E,VS1,62.2,57.0,1153,4.78,4.74,2.96,4,6,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
10196,10196,1.5,Very Good,E,SI1,58.6,62.0,10626,7.43,7.46,4.36,3,6,2,"(1.4, 1.9]",11,"(10.0, 12.0]"
10197,10197,0.9,Very Good,G,VVS2,62.6,55.0,4668,6.12,6.19,3.85,3,4,7,"(0.85, 1.4]",14,"(12.0, 14.0]"
10198,10198,0.33,Ideal,E,VVS1,61.7,56.0,1052,4.46,4.42,2.74,5,6,6,"(0.0, 0.85]",17,"(14.0, 20.0]"
10199,10199,0.9,Fair,I,SI1,65.7,58.0,2873,6.03,6.0,3.95,1,2,2,"(0.85, 1.4]",5,"(2.999, 10.0]"
10200,10200,0.33,Very Good,H,VVS2,61.6,56.0,614,4.44,4.47,2.74,3,3,7,"(0.0, 0.85]",13,"(12.0, 14.0]"
10201,10201,0.51,Ideal,F,SI1,61.5,55.0,1580,5.13,5.18,3.17,5,5,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
10202,10202,0.5,Ideal,D,VS2,62.0,56.0,1628,5.1,5.13,3.17,5,7,5,"(0.0, 0.85]",17,"(14.0, 20.0]"
10203,10203,0.32,Ideal,I,VS2,61.3,56.0,449,4.38,4.43,2.7,5,2,5,"(0.0, 0.85]",12,"(10.0, 12.0]"
10204,10204,0.37,Premium,D,SI1,61.0,62.0,874,4.64,4.61,2.82,4,7,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
10205,10205,0.42,Ideal,I,VVS1,62.4,57.0,945,4.83,4.79,3.0,5,2,6,"(0.0, 0.85]",13,"(12.0, 14.0]"
10206,10206,0.52,Premium,G,VS2,62.0,58.0,1577,5.2,5.16,3.21,4,4,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
10207,10207,1.01,Premium,G,VS1,60.5,60.0,6353,6.52,6.44,3.92,4,4,4,"(0.85, 1.4]",12,"(10.0, 12.0]"
10208,10208,1.01,Very Good,F,SI2,60.0,55.0,4425,6.56,6.53,3.93,3,5,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
10209,10209,0.74,Ideal,E,SI1,62.6,56.0,2489,5.74,5.7,3.58,5,6,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
10210,10210,0.76,Ideal,E,SI2,61.5,55.0,2680,5.88,5.93,3.63,5,6,3,"(0.0, 0.85]",14,"(12.0, 14.0]"
10211,10211,0.31,Premium,D,VS2,62.0,59.0,734,4.32,4.36,2.69,4,7,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
10212,10212,0.7,Ideal,I,VS2,61.2,55.0,2249,5.75,5.77,3.53,5,2,5,"(0.0, 0.85]",12,"(10.0, 12.0]"
10213,10213,1.51,Premium,D,VS2,61.7,58.0,15531,7.33,7.29,4.51,4,7,5,"(1.4, 1.9]",16,"(14.0, 20.0]"
10214,10214,0.5,Ideal,D,VS2,61.7,56.0,1844,5.12,5.14,3.16,5,7,5,"(0.0, 0.85]",17,"(14.0, 20.0]"
10215,10215,1.12,Good,F,VS2,63.8,57.0,7051,6.61,6.59,4.21,2,5,5,"(0.85, 1.4]",12,"(10.0, 12.0]"
10216,10216,0.52,Ideal,D,VVS2,61.4,56.0,2302,5.23,5.2,3.2,5,7,7,"(0.0, 0.85]",19,"(14.0, 20.0]"
10217,10217,2.02,Very Good,H,SI1,59.6,59.0,18236,8.27,8.35,4.95,3,3,2,"(1.9, 2.4]",8,"(2.999, 10.0]"
10218,10218,0.51,Very Good,G,VS1,62.7,56.0,1656,5.08,5.13,3.2,3,4,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
10219,10219,0.35,Ideal,E,VVS1,61.8,56.0,967,4.53,4.5,2.79,5,6,6,"(0.0, 0.85]",17,"(14.0, 20.0]"
10220,10220,0.27,Ideal,H,VVS2,62.1,57.0,623,4.15,4.1,2.56,5,3,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
10221,10221,1.21,Good,J,VVS2,63.7,56.0,5028,6.71,6.67,4.26,2,1,7,"(0.85, 1.4]",10,"(2.999, 10.0]"
10222,10222,1.15,Very Good,H,SI2,63.7,56.0,4661,6.63,6.66,4.23,3,3,3,"(0.85, 1.4]",9,"(2.999, 10.0]"
10223,10223,0.3,Ideal,I,VVS1,61.9,57.0,552,4.31,4.35,2.68,5,2,6,"(0.0, 0.85]",13,"(12.0, 14.0]"
10224,10224,0.52,Ideal,G,VVS2,62.4,55.0,2012,5.19,5.17,3.23,5,4,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
10225,10225,0.33,Ideal,G,VS1,61.7,56.0,666,4.44,4.47,2.75,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
10226,10226,0.38,Very Good,D,SI2,62.1,55.0,633,4.62,4.65,2.88,3,7,3,"(0.0, 0.85]",13,"(12.0, 14.0]"
10227,10227,0.3,Ideal,H,VS1,62.3,55.1,539,4.29,4.32,2.68,5,3,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
10228,10228,0.41,Very Good,F,VS1,60.8,58.0,1007,4.76,4.82,2.91,3,5,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
10229,10229,0.33,Good,E,SI1,63.4,55.0,579,4.37,4.4,2.78,2,6,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
10230,10230,1.01,Ideal,G,VS2,59.6,59.0,6295,6.52,6.57,3.9,5,4,5,"(0.85, 1.4]",14,"(12.0, 14.0]"
10231,10231,1.01,Good,H,SI1,64.0,58.0,4116,6.31,6.37,4.06,2,3,2,"(0.85, 1.4]",7,"(2.999, 10.0]"
10232,10232,2.02,Very Good,H,VS2,62.7,58.0,18398,7.96,8.01,5.01,3,3,5,"(1.9, 2.4]",11,"(10.0, 12.0]"
10233,10233,0.3,Ideal,E,VS2,62.1,55.0,658,4.3,4.33,2.68,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
10234,10234,1.11,Premium,G,SI1,60.1,60.0,5281,6.73,6.68,4.03,4,4,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
10235,10235,0.52,Very Good,G,VS2,60.2,56.0,1446,5.23,5.27,3.16,3,4,5,"(0.0, 0.85]",12,"(10.0, 12.0]"
10236,10236,0.4,Ideal,G,IF,62.2,55.0,1397,4.76,4.73,2.95,5,4,8,"(0.0, 0.85]",17,"(14.0, 20.0]"
10237,10237,0.41,Ideal,D,SI1,61.0,57.0,1015,4.8,4.78,2.92,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
10238,10238,2.01,Premium,G,SI2,60.1,60.0,17403,8.25,8.18,4.94,4,4,3,"(1.9, 2.4]",11,"(10.0, 12.0]"
10239,10239,0.3,Good,G,VVS1,63.1,58.0,789,4.28,4.31,2.71,2,4,6,"(0.0, 0.85]",12,"(10.0, 12.0]"
10240,10240,0.4,Ideal,H,VVS2,62.3,57.0,1125,4.73,4.71,2.94,5,3,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
10241,10241,1.71,Ideal,H,VS2,63.0,57.0,10534,7.57,7.53,4.76,5,3,5,"(1.4, 1.9]",13,"(12.0, 14.0]"
10242,10242,1.04,Good,H,SI2,57.9,58.0,4193,6.72,6.68,3.88,2,3,3,"(0.85, 1.4]",8,"(2.999, 10.0]"
10243,10243,0.61,Premium,E,SI2,61.3,59.0,1715,5.48,5.39,3.33,4,6,3,"(0.0, 0.85]",13,"(12.0, 14.0]"
10244,10244,1.13,Very Good,E,SI2,60.3,58.0,5052,6.78,6.86,4.11,3,6,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
10245,10245,1.16,Ideal,I,SI2,62.6,56.0,4478,6.68,6.73,4.2,5,2,3,"(0.85, 1.4]",10,"(2.999, 10.0]"
10246,10246,0.72,Ideal,E,SI2,62.5,55.0,2530,5.69,5.74,3.57,5,6,3,"(0.0, 0.85]",14,"(12.0, 14.0]"
10247,10247,0.33,Premium,E,SI1,62.7,56.0,743,4.45,4.39,2.77,4,6,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
10248,10248,0.41,Ideal,G,SI2,60.9,56.0,810,4.84,4.81,2.94,5,4,3,"(0.0, 0.85]",12,"(10.0, 12.0]"
10249,10249,1.71,Premium,E,SI1,62.2,58.0,14319,7.67,7.61,4.75,4,6,2,"(1.4, 1.9]",12,"(10.0, 12.0]"
10250,10250,0.4,Premium,E,SI1,61.3,59.0,945,4.74,4.69,2.89,4,6,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
10251,10251,1.31,Premium,I,SI1,63.0,57.0,5869,6.96,6.91,4.37,4,2,2,"(0.85, 1.4]",8,"(2.999, 10.0]"
10252,10252,0.33,Ideal,D,SI1,62.5,54.0,608,4.43,4.44,2.77,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
10253,10253,0.34,Ideal,H,VVS2,61.4,56.0,852,4.48,4.51,2.76,5,3,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
10254,10254,0.31,Premium,I,VS2,59.3,59.0,521,4.42,4.38,2.61,4,2,5,"(0.0, 0.85]",11,"(10.0, 12.0]"
10255,10255,0.72,Ideal,G,VS1,60.3,57.0,3478,5.82,5.86,3.52,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
10256,10256,0.72,Ideal,F,VS1,61.4,56.0,3759,5.75,5.79,3.54,5,5,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
10257,10257,1.41,Premium,G,VS1,62.1,59.0,11347,7.1,7.06,4.4,4,4,4,"(1.4, 1.9]",12,"(10.0, 12.0]"
10258,10258,0.9,Premium,E,SI1,62.3,56.0,4502,6.21,6.14,3.85,4,6,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
10259,10259,0.77,Ideal,E,SI2,60.7,55.0,2834,6.01,5.95,3.63,5,6,3,"(0.0, 0.85]",14,"(12.0, 14.0]"
10260,10260,1.11,Ideal,G,VVS2,61.8,56.0,9734,6.66,6.69,4.12,5,4,7,"(0.85, 1.4]",16,"(14.0, 20.0]"
10261,10261,0.7,Very Good,I,SI1,63.8,59.0,1890,5.56,5.6,3.56,3,2,2,"(0.0, 0.85]",7,"(2.999, 10.0]"
10262,10262,1.51,Very Good,I,SI1,62.8,59.0,8214,7.17,7.26,4.53,3,2,2,"(1.4, 1.9]",7,"(2.999, 10.0]"
10263,10263,0.6,Ideal,E,SI1,61.5,56.0,1830,5.51,5.39,3.35,5,6,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
10264,10264,0.45,Very Good,G,SI2,59.7,61.0,764,4.95,5.0,2.97,3,4,3,"(0.0, 0.85]",10,"(2.999, 10.0]"
10265,10265,1.02,Premium,D,IF,61.5,60.0,15231,6.45,6.52,3.99,4,7,8,"(0.85, 1.4]",19,"(14.0, 20.0]"
10266,10266,1.01,Ideal,I,VS1,62.5,59.0,5022,6.33,6.41,3.98,5,2,4,"(0.85, 1.4]",11,"(10.0, 12.0]"
10267,10267,0.91,Fair,J,SI1,66.3,56.0,2390,5.92,5.99,3.95,1,1,2,"(0.85, 1.4]",4,"(2.999, 10.0]"
10268,10268,0.32,Ideal,D,VS2,61.3,56.0,719,4.4,4.44,2.71,5,7,5,"(0.0, 0.85]",17,"(14.0, 20.0]"
10269,10269,0.9,Ideal,J,VS1,61.6,55.0,3587,6.24,6.27,3.85,5,1,4,"(0.85, 1.4]",10,"(2.999, 10.0]"
10270,10270,0.9,Ideal,I,SI1,62.3,57.0,3455,6.12,6.15,3.82,5,2,2,"(0.85, 1.4]",9,"(2.999, 10.0]"
10271,10271,0.31,Premium,E,VS1,61.1,58.0,942,4.37,4.34,2.66,4,6,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
10272,10272,0.41,Ideal,G,VVS1,62.5,53.0,1068,4.76,4.78,2.98,5,4,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
10273,10273,0.92,Good,I,SI1,63.3,58.0,3382,6.14,6.18,3.9,2,2,2,"(0.85, 1.4]",6,"(2.999, 10.0]"
10274,10274,0.54,Very Good,F,VS2,58.2,60.0,1551,5.34,5.39,3.12,3,5,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
10275,10275,1.02,Ideal,G,VS2,61.9,53.0,6169,6.5,6.48,4.02,5,4,5,"(0.85, 1.4]",14,"(12.0, 14.0]"
10276,10276,0.81,Ideal,E,SI2,61.8,56.0,3013,6.0,5.97,3.7,5,6,3,"(0.0, 0.85]",14,"(12.0, 14.0]"
10277,10277,1.51,Ideal,I,SI2,61.2,58.0,7362,7.33,7.42,4.51,5,2,3,"(1.4, 1.9]",10,"(2.999, 10.0]"
10278,10278,0.8,Good,F,VS1,63.3,55.0,3116,5.87,5.92,3.73,2,5,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
10279,10279,0.38,Ideal,F,VVS2,62.0,55.0,963,4.66,4.7,2.9,5,5,7,"(0.0, 0.85]",17,"(14.0, 20.0]"
10280,10280,0.83,Ideal,E,SI2,61.3,57.0,3125,6.02,6.05,3.7,5,6,3,"(0.0, 0.85]",14,"(12.0, 14.0]"
10281,10281,0.51,Good,D,SI2,64.2,56.0,1146,5.02,5.05,3.23,2,7,3,"(0.0, 0.85]",12,"(10.0, 12.0]"
10282,10282,0.39,Premium,F,VVS1,59.7,58.0,1290,4.75,4.73,2.83,4,5,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
10283,10283,0.32,Ideal,F,IF,62.2,54.0,943,4.4,4.44,2.75,5,5,8,"(0.0, 0.85]",18,"(14.0, 20.0]"
10284,10284,1.7,Very Good,F,I1,63.1,56.0,5998,7.62,7.51,4.78,3,5,1,"(1.4, 1.9]",9,"(2.999, 10.0]"
10285,10285,1.05,Ideal,G,SI2,62.2,54.0,4667,6.52,6.56,4.07,5,4,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
10286,10286,0.31,Ideal,H,VS2,61.5,57.0,628,4.38,4.33,2.68,5,3,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
10287,10287,0.76,Premium,H,SI2,59.0,59.0,1985,6.05,6.02,3.56,4,3,3,"(0.0, 0.85]",10,"(2.999, 10.0]"
